STATE,CONSTITUENCY,CANDIDATE,PARTY,VOTES
KARNATAKA,MADHUGIRI,NONE OF THE ABOVE,NONE OF THE ABOVE,428
KARNATAKA,PAVAGADA,VENKATARAMANAPPA,INDIAN NATIONAL CONGRESS,72974
KARNATAKA,PAVAGADA,K M THIMMARAYAPPA,JANATA DAL (SECULAR),72565
KARNATAKA,PAVAGADA,G.V.BALARAM,BHARATIYA JANATA PARTY,14074
KARNATAKA,PAVAGADA,G.MUTHYALAPPA,LOK AWAZ DAL,796
KARNATAKA,PAVAGADA,VENKATAPPA,SAMANYA JANATHA PARTY (LOKTANTRIK),458
KARNATAKA,PAVAGADA,HANUMANTHARAYAPPA,INDEPENDENT,260
KARNATAKA,PAVAGADA,HANUMANTHARAYA.O,INDEPENDENT,185
KARNATAKA,PAVAGADA,MADLETAPPA,INDEPENDENT,167
KARNATAKA,PAVAGADA,RAMESH NAIK.R,SAMAJWADI PARTY,153
KARNATAKA,PAVAGADA,P.MURTHY,ALL INDIA MAHILA EMPOWERMENT PARTY,149
KARNATAKA,PAVAGADA,DUGGAMMA,INDEPENDENT,117
KARNATAKA,PAVAGADA,B.T.RAMASUBBAIAH,BHARTIYABAHUJANKRANTI DAL,111
KARNATAKA,PAVAGADA,L.GANGADHARA,INDEPENDENT,108
KARNATAKA,PAVAGADA,NONE OF THE ABOVE,NONE OF THE ABOVE,794
KARNATAKA,SIRA,B SATHYANARAYANA,JANATA DAL (SECULAR),74338
KARNATAKA,SIRA,T B JAYACHANDRA,INDIAN NATIONAL CONGRESS,63973
KARNATAKA,SIRA,S R GOWDA,BHARATIYA JANATA PARTY,16959
KARNATAKA,SIRA,C M NAGARAJU,INDEPENDENT,14468
KARNATAKA,SIRA,CHIDANAND M GOWDA,INDEPENDENT,3610
KARNATAKA,SIRA,GIREESH,COMMUNIST PARTY OF INDIA,1457
KARNATAKA,SIRA,KAVITHA R MANANGI,SAMANYA JANATHA PARTY (LOKTANTRIK),1179
KARNATAKA,SIRA,SHASHIKUMAR SIRA,INDEPENDENT,649
KARNATAKA,SIRA,S N KANTHARAJU,INDEPENDENT,503
KARNATAKA,SIRA,B A MANJUNATHA,INDEPENDENT,479
KARNATAKA,SIRA,RANGAPPA,INDEPENDENT,471
KARNATAKA,SIRA,M L A R KAMBANNA,INDEPENDENT,456
KARNATAKA,SIRA,GURUSIDDAPPA M.,INDEPENDENT,439
KARNATAKA,SIRA,D LAKSHMAIAH,INDEPENDENT,419
KARNATAKA,SIRA,K MANJUNATHA,INDEPENDENT,296
KARNATAKA,SIRA,NONE OF THE ABOVE,NONE OF THE ABOVE,568
KARNATAKA,GUBBI,S R SRINIVAS (VASU),JANATA DAL (SECULAR),55572
KARNATAKA,GUBBI,G N BETTASWAMY,BHARATIYA JANATA PARTY,46491
KARNATAKA,GUBBI,S D DILIP KUMAR (SHIVASANDRA),INDEPENDENT,30528
KARNATAKA,GUBBI,K KUMAR (BALAJI KUMAR),INDIAN NATIONAL CONGRESS,13938
KARNATAKA,GUBBI,H T KRISHNAPPA,INDEPENDENT,3296
KARNATAKA,GUBBI,PRABHUSWAMI B S,AAM AADMI PARTY,1129
KARNATAKA,GUBBI,BETTASWAMY,INDEPENDENT,983
KARNATAKA,GUBBI,DILEEP KUMAR K U,INDEPENDENT,813
KARNATAKA,GUBBI,SRINIVAS,INDEPENDENT,660
KARNATAKA,GUBBI,SHIVAKUMAR M S,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,457
KARNATAKA,GUBBI,NAGANNA G K,INDEPENDENT,383
KARNATAKA,GUBBI,A B AJAZ PASHA,INDEPENDENT,265
KARNATAKA,GUBBI,RAJU B S,ALL INDIA MAHILA EMPOWERMENT PARTY,227
KARNATAKA,GUBBI,RAVIKUMAR M K,REPUBLICAN SENA,221
KARNATAKA,GUBBI,NONE OF THE ABOVE,NONE OF THE ABOVE,457
KARNATAKA,KORATAGERE,DR. G. PARAMESHWARA,INDIAN NATIONAL CONGRESS,81598
KARNATAKA,KORATAGERE,P.R. SUDHAKAR LAL,JANATA DAL (SECULAR),73979
KARNATAKA,KORATAGERE,Y.H. HUCHHAIAH,BHARATIYA JANATA PARTY,12190
KARNATAKA,KORATAGERE,K V SRINIVAS KALKERE,INDEPENDENT,622
KARNATAKA,KORATAGERE,SATHYAPPA,ALL INDIA MAHILA EMPOWERMENT PARTY,332
KARNATAKA,KORATAGERE,SHANTHA KUMAR V,INDEPENDENT,308
KARNATAKA,KORATAGERE,DR. NANDINI A.C,INDEPENDENT,205
KARNATAKA,KORATAGERE,MUTHURAJU P M,INDEPENDENT,205
KARNATAKA,KORATAGERE,GANGAIAH.N.S,INDEPENDENT,196
KARNATAKA,KORATAGERE,VENKATESHA,INDEPENDENT,167
KARNATAKA,KORATAGERE,A V NAGARAJU,INDEPENDENT,143
KARNATAKA,KORATAGERE,NONE OF THE ABOVE,NONE OF THE ABOVE,1351
KARNATAKA,TUMKUR RURAL,D C GOWRISHANKAR,JANATA DAL (SECULAR),82740
KARNATAKA,TUMKUR RURAL,B SURESH GOWDA,BHARATIYA JANATA PARTY,77100
KARNATAKA,TUMKUR RURAL,RAYASANDRA RAVIKUMAR,INDIAN NATIONAL CONGRESS,7633
KARNATAKA,TUMKUR RURAL,SIDDARAMEGOWDA T B,INDEPENDENT,906
KARNATAKA,TUMKUR RURAL,TAJUDDIN SHARIFF,WELFARE PARTY OF INDIA,718
KARNATAKA,TUMKUR RURAL,K V SRINIVASKALKERE,INDEPENDENT,508
KARNATAKA,TUMKUR RURAL,SUNIL YADAV S,ALL INDIA MAHILA EMPOWERMENT PARTY,351
KARNATAKA,TUMKUR RURAL,SHABBIR AHMED,INDEPENDENT,239
KARNATAKA,TUMKUR RURAL,ANWAR,INDEPENDENT,220
KARNATAKA,TUMKUR RURAL,ARUN GOWDA H B,INDEPENDENT,150
KARNATAKA,TUMKUR RURAL,YOGANARASIMHAMURTHY T H,INDEPENDENT,140
KARNATAKA,TUMKUR RURAL,GULURU RANGAIAH NAGARAJU,INDEPENDENT,97
KARNATAKA,TUMKUR RURAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1530
KARNATAKA,TUMKUR CITY,G.B. JYOTHI GANESH,BHARATIYA JANATA PARTY,60421
KARNATAKA,TUMKUR CITY,N. GOVINDARAJU,JANATA DAL (SECULAR),55128
KARNATAKA,TUMKUR CITY,DR. RAFEEQ AHMED. S.,INDIAN NATIONAL CONGRESS,51219
KARNATAKA,TUMKUR CITY,C.THIPPESWAMY,SAMANYA JANATHA PARTY (LOKTANTRIK),383
KARNATAKA,TUMKUR CITY,R. SHARIFF (AFSAR),INDEPENDENT,345
KARNATAKA,TUMKUR CITY,PRAKASH R.A. JAIN,INDEPENDENT,253
KARNATAKA,TUMKUR CITY,NISSAR AHMED (ARIF),ALL INDIA MAHILA EMPOWERMENT PARTY,157
KARNATAKA,TUMKUR CITY,VEERAPPA DEVARU R. S.,JANATA DAL (UNITED),131
KARNATAKA,TUMKUR CITY,NAGARAJU R,INDEPENDENT,119
KARNATAKA,TUMKUR CITY,BABAJAN (DUBAIBABU),KARNATAKA PRAGNYAVANTHA JANATHA PARTY,118
KARNATAKA,TUMKUR CITY,RAJU,KARNATAKA JANTHA PAKSHA,104
KARNATAKA,TUMKUR CITY,RESHMA MARIAM,FEDERAL CONGRESS OF INDIA,95
KARNATAKA,TUMKUR CITY,MANJULA M,RASHTRIYA MANAV VIKAS PARTY,89
KARNATAKA,TUMKUR CITY,NONE OF THE ABOVE,NONE OF THE ABOVE,1309
KARNATAKA,KUNIGAL,DR.H.D. RANGANATH,58697
KARNATAKA,KUNIGAL,D KRISHNA KUMAR,BHARATIYA JANATA PARTY,53097
KARNATAKA,KUNIGAL,D. NAGARAJAIAH,JANATA DAL (SECULAR),44476
KARNATAKA,KUNIGAL,ANAND PATEL HULIKATTE,KARNATAKA RAJYA RYOTA SANGHA,2869
KARNATAKA,KUNIGAL,H B SHIVALINGAIAH,INDEPENDENT,527
KARNATAKA,KUNIGAL,H.A JAYARAMAIAH,INDEPENDENT,485
KARNATAKA,KUNIGAL,BHAGYALAKSHMI E,INDEPENDENT,343
KARNATAKA,KUNIGAL,HERUR DHANARAJ,REPUBLICAN PARTY OF INDIA (A),240
KARNATAKA,KUNIGAL,B.T. THIRUMALEGOWDA,INDEPENDENT,222
KARNATAKA,KUNIGAL,LAKSHMINARAYANA GOWDA,SAMAJWADI PARTY,137
KARNATAKA,KUNIGAL,NONE OF THE ABOVE,NONE OF THE ABOVE,830
KARNATAKA,TURUVEKERE,JAYARAM A S,BHARATIYA JANATA PARTY,60710
KARNATAKA,TURUVEKERE,M T KRISHNAPPA,JANATA DAL (SECULAR),58661
KARNATAKA,TURUVEKERE,RANGAPPA T CHOWDRI,INDIAN NATIONAL CONGRESS,24584
KARNATAKA,TURUVEKERE,M.NARAYAN GOWDA,INDEPENDENT,4566
KARNATAKA,TURUVEKERE,M D RAMESH,INDEPENDENT,2148
KARNATAKA,TURUVEKERE,H L SANJEEVAIAH,INDEPENDENT,613
KARNATAKA,TURUVEKERE,KAPANIGOWDA,INDEPENDENT,393
KARNATAKA,TURUVEKERE,RAGHAVENDRA M J LAD,INDEPENDENT,279
KARNATAKA,TURUVEKERE,KRISHNAPPA,INDEPENDENT,238
KARNATAKA,TURUVEKERE,G S BASAVALINGAIAH,INDEPENDENT,198
KARNATAKA,TURUVEKERE,RAMESH B M,INDEPENDENT,195
KARNATAKA,TURUVEKERE,NONE OF THE ABOVE,NONE OF THE ABOVE,954
KARNATAKA,TIPTUR,B.C. NAGESH,BHARATIYA JANATA PARTY,61383
KARNATAKA,TIPTUR,K. SHADAKSHARI,INDIAN NATIONAL CONGRESS,35820
KARNATAKA,TIPTUR,LOKESHWARA,JANATA DAL (SECULAR),17027
KARNATAKA,TIPTUR,K.T. SHANTHAKUMAR,INDEPENDENT,13506
KARNATAKA,TIPTUR,G. NARAYAN,INDEPENDENT,8689
KARNATAKA,TIPTUR,B. NANJAMARI,INDEPENDENT,6212
KARNATAKA,TIPTUR,T N KUMARASWAMY,INDEPENDENT,3018
KARNATAKA,TIPTUR,MYLARI .M.,INDEPENDENT,2348
KARNATAKA,TIPTUR,M. RAMESHA,ALL INDIA MAHILA EMPOWERMENT PARTY,660
KARNATAKA,TIPTUR,T. SHIVANAG,INDEPENDENT,501
KARNATAKA,TIPTUR,DR. S. SHOBHA,INDEPENDENT,425
KARNATAKA,TIPTUR,ANANTHASHAYANA .A.T.,INDEPENDENT,335
KARNATAKA,TIPTUR,SANTHOSH BHYRATAE,SHIVSENA,306
KARNATAKA,TIPTUR,R S RAJASHEKHAR,INDEPENDENT,272
KARNATAKA,TIPTUR,N.L. MALLESH (MALLI),INDEPENDENT,213
KARNATAKA,TIPTUR,NONE OF THE ABOVE,NONE OF THE ABOVE,856
KARNATAKA,CHIKNAYAKANHALLI,J.C. MADHU SWAMY,BHARATIYA JANATA PARTY,69612
KARNATAKA,CHIKNAYAKANHALLI,C.B SURESHBABU,JANATA DAL (SECULAR),59335
KARNATAKA,CHIKNAYAKANHALLI,SANTHOSH JAYACHANDRA,INDIAN NATIONAL CONGRESS,45893
KARNATAKA,CHIKNAYAKANHALLI,RAMACHANDRAIAH,INDIAN NEW CONGRESS PARTY,1154
KARNATAKA,CHIKNAYAKANHALLI,DR.M.K PASHA,ALL INDIA MAHILA EMPOWERMENT PARTY,1020
KARNATAKA,CHIKNAYAKANHALLI,H.P. RANGALAKSHMI,INDEPENDENT,650
KARNATAKA,CHIKNAYAKANHALLI,RANGASWAMY K,INDEPENDENT,490
KARNATAKA,CHIKNAYAKANHALLI,K.S. SATHEESH KENKERE,KARNATAKA RAJYA RYOTA SANGHA,465
KARNATAKA,CHIKNAYAKANHALLI,HOSAHALLI CHANDRANNA,INDEPENDENT,379
KARNATAKA,CHIKNAYAKANHALLI,JAGRUTHI ANANDA .S,INDEPENDENT,280
KARNATAKA,CHIKNAYAKANHALLI,M.V. REDDY,JANATA DAL (UNITED),269
KARNATAKA,CHIKNAYAKANHALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,1116
KARNATAKA,KADUR,K S PRAKASH,BHARATIYA JANATA PARTY,62232
KARNATAKA,KADUR,Y S V DATTA,JANATA DAL (SECULAR),46860
KARNATAKA,KADUR,K S ANAND,INDIAN NATIONAL CONGRESS,46142
KARNATAKA,KADUR,NAGARAJ N T,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,698
KARNATAKA,KADUR,C M RUDRESH,INDEPENDENT,546
KARNATAKA,KADUR,H PRADEEP,INDEPENDENT,478
KARNATAKA,KADUR,THIMMEGOWDA H G,INDEPENDENT,404
KARNATAKA,KADUR,LATHA H K,ALL INDIA MAHILA EMPOWERMENT PARTY,337
KARNATAKA,KADUR,NAGARAJA K H,INDEPENDENT,302
KARNATAKA,KADUR,SHYLA MOHAN,SAMANYA JANATHA PARTY (LOKTANTRIK),222
KARNATAKA,KADUR,G YARADAKERE Y N KANTHARAJU,INDEPENDENT,197
KARNATAKA,KADUR,K R GANGADHARAPPA,INDEPENDENT,195
KARNATAKA,KADUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1075
KARNATAKA,TARIKERE,D S SURESH,BHARATIYA JANATA PARTY,44940
KARNATAKA,TARIKERE,G H SRINIVASA,INDEPENDENT,33253
KARNATAKA,TARIKERE,H M GOPI,INDEPENDENT,29663
KARNATAKA,TARIKERE,S M NAGARAJU,INDIAN NATIONAL CONGRESS,20402
KARNATAKA,TARIKERE,T H SHIVASHANKARAPPA,JANATA DAL (SECULAR),14574
KARNATAKA,TARIKERE,KHALEEL,REPUBLICAN SENA,2096
KARNATAKA,TARIKERE,AKSHAY L B,KARNATAKA PRAGNYAVANTHA JANATHA PARTY,1236
KARNATAKA,TARIKERE,SRINATH S,INDEPENDENT,751
KARNATAKA,TARIKERE,D C SURESH,INDEPENDENT,693
KARNATAKA,TARIKERE,SADIQ PASHA,INDEPENDENT,517
KARNATAKA,TARIKERE,KANTHARAJA N S,INDEPENDENT,391
KARNATAKA,TARIKERE,MANJUNATH B S,ALL INDIA MAHILA EMPOWERMENT PARTY,319
KARNATAKA,TARIKERE,NONE OF THE ABOVE,NONE OF THE ABOVE,758
KARNATAKA,CHIKMAGALUR,C T RAVI,BHARATIYA JANATA PARTY,70863
KARNATAKA,CHIKMAGALUR,SHANKAR B L,INDIAN NATIONAL CONGRESS,44549
KARNATAKA,CHIKMAGALUR,HARISHA B H,JANATA DAL (SECULAR),38317
KARNATAKA,CHIKMAGALUR,M G VIJAYAKUMAR,INDEPENDENT,1419
KARNATAKA,CHIKMAGALUR,LAKSHMANA,INDEPENDENT,849
KARNATAKA,CHIKMAGALUR,VISHWANATHAN M,INDEPENDENT,792
KARNATAKA,CHIKMAGALUR,NURULLA KHAN,ALL INDIA MAHILA EMPOWERMENT PARTY,528
KARNATAKA,CHIKMAGALUR,B V RANJITH,SHIVSENA,383
KARNATAKA,CHIKMAGALUR,K R RAMASHETTY,INDEPENDENT,329
KARNATAKA,CHIKMAGALUR,H D REVANNA,INDEPENDENT,272
KARNATAKA,CHIKMAGALUR,JOHAR ANJUM,INDEPENDENT,264
KARNATAKA,CHIKMAGALUR,K ANANDASHETTY,INDEPENDENT,243
KARNATAKA,CHIKMAGALUR,G M JAYAKUMAR,INDEPENDENT,229
KARNATAKA,CHIKMAGALUR,MOHSINA,INDEPENDENT,223
KARNATAKA,CHIKMAGALUR,YOGEESHA N H,INDEPENDENT,204
KARNATAKA,CHIKMAGALUR,MANSOOR AHMED,INDEPENDENT,194
KARNATAKA,CHIKMAGALUR,MUNIYA BHOVI,INDEPENDENT,132
KARNATAKA,CHIKMAGALUR,B M THIMMA SHETTY,INDEPENDENT,124
KARNATAKA,CHIKMAGALUR,NONE OF THE ABOVE,NONE OF THE ABOVE,1224
KARNATAKA,MUDIGERE,M.P.KUMARASWAMY,BHARATIYA JANATA PARTY,58783
KARNATAKA,MUDIGERE,MOTAMMA,INDIAN NATIONAL CONGRESS,46271
KARNATAKA,MUDIGERE,B.B.NINGAIAH,JANATA DAL (SECULAR),22063
KARNATAKA,MUDIGERE,ANILKUMAR.N.G,ALL INDIA MAHILA EMPOWERMENT PARTY,988
KARNATAKA,MUDIGERE,S.VENKATESH,INDEPENDENT,555
KARNATAKA,MUDIGERE,NINGAIAH,PURVANCHAL MAHAPANCHAYAT,397
KARNATAKA,MUDIGERE,MUNIYAPPA,INDEPENDENT,346
KARNATAKA,MUDIGERE,NANJUNDA MASTER,INDEPENDENT,259
KARNATAKA,MUDIGERE,ARUN KUMAR.B,INDEPENDENT,187
KARNATAKA,MUDIGERE,LAXMANA,REPUBLICAN SENA,148
KARNATAKA,MUDIGERE,NONE OF THE ABOVE,NONE OF THE ABOVE,1321
KARNATAKA,SRINGERI,T D RAJEGOWDA,INDIAN NATIONAL CONGRESS,62780
KARNATAKA,SRINGERI,D N JEEVARAJ,BHARATIYA JANATA PARTY,60791
KARNATAKA,SRINGERI,H G VENKATESH,JANATA DAL (SECULAR),9799
KARNATAKA,SRINGERI,PRAVEEN KHANDYA,INDEPENDENT,1294
KARNATAKA,SRINGERI,ABRAHAM,INDEPENDENT,482
KARNATAKA,SRINGERI,M K DAYANANDA,PROUTIST SARVA SAMAJ,424
KARNATAKA,SRINGERI,MAHESHKUMAR K V,SHIVSENA,275
KARNATAKA,SRINGERI,K C PRAKASH,INDEPENDENT,193
KARNATAKA,SRINGERI,NONE OF THE ABOVE,NONE OF THE ABOVE,1015
KARNATAKA,KARKAL,V. SUNIL KUMAR,BHARATIYA JANATA PARTY,91245
KARNATAKA,KARKAL,GOPALA BHANDARY,INDIAN NATIONAL CONGRESS,48679
KARNATAKA,KARKAL,MAKSOOD AHAMED,ALL INDIA MAHILA EMPOWERMENT PARTY,1817
KARNATAKA,KARKAL,UDAY KUMAR,BAHUJAN SAMAJ PARTY,1348
KARNATAKA,KARKAL,SUMANTHA K POOJARY,INDEPENDENT,554
KARNATAKA,KARKAL,ASHRAF ALI,INDEPENDENT,539
KARNATAKA,KARKAL,ABDUL AZIZ,INDEPENDENT,413
KARNATAKA,KARKAL,NONE OF THE ABOVE,NONE OF THE ABOVE,1340
KARNATAKA,KAPU,LALAJI .R. MENDON,BHARATIYA JANATA PARTY,75893
KARNATAKA,KAPU,VINAY KUMAR SORAKE,INDIAN NATIONAL CONGRESS,63976
KARNATAKA,KAPU,ANUPAMA SHENOY,BHAARATEEYA JANASHAKTHI CONGRESS,1634
KARNATAKA,KAPU,M.MANSOOR IBRAHIM,JANATA DAL (SECULAR),1393
KARNATAKA,KAPU,ABDUL RAHIMAN,ALL INDIA MAHILA EMPOWERMENT PARTY,713
KARNATAKA,KAPU,NONE OF THE ABOVE,NONE OF THE ABOVE,839
KARNATAKA,UDUPI,K RAGHUPATHI BHAT,BHARATIYA JANATA PARTY,84946
KARNATAKA,UDUPI,PRAMOD MADHWARAJ,INDIAN NATIONAL CONGRESS,72902
KARNATAKA,UDUPI,BIRTHI GANGANDHAR BHANDARY,JANATA DAL (SECULAR),1361
KARNATAKA,UDUPI,MADHUKARA MUDRADI,SHIVSENA,605
KARNATAKA,UDUPI,Y S VISHWANATH,ALL INDIA MAHILA EMPOWERMENT PARTY,401
KARNATAKA,UDUPI,SUDHEER KANCHAN,INDEPENDENT,394
KARNATAKA,UDUPI,MAHESHA THADEKALLU,INDEPENDENT,386
KARNATAKA,UDUPI,SHEKAR HAVANJE,BHARATIYA REPUBLICAN PAKSHA,321
KARNATAKA,UDUPI,NONE OF THE ABOVE,NONE OF THE ABOVE,1089
KARNATAKA,KUNDAPURA,HALADY SRINIVAS SHETTY,BHARATIYA JANATA PARTY,103434
KARNATAKA,KUNDAPURA,RAKESH MALLI,INDIAN NATIONAL CONGRESS,47029
KARNATAKA,KUNDAPURA,THEKKATTE PRAKASH SHETTY,JANATA DAL (SECULAR),2712
KARNATAKA,KUNDAPURA,RAJIV KOTIAN,JANATA DAL (UNITED),2628
KARNATAKA,KUNDAPURA,SUDHAKARA SOORGOLI,REPUBLICAN PARTY OF INDIA (A),1028
KARNATAKA,KUNDAPURA,NONE OF THE ABOVE,NONE OF THE ABOVE,1813
KARNATAKA,BYNDOOR,B. M. SUKUMAR SHETTY,BHARATIYA JANATA PARTY,96029
KARNATAKA,BYNDOOR,K. GOPALA POOJARY,INDIAN NATIONAL CONGRESS,71636
KARNATAKA,BYNDOOR,SURESH KALLAGAR,COMMUNIST PARTY OF INDIA (MARXIST),2415
KARNATAKA,BYNDOOR,RAVI SHETTY,JANATA DAL (SECULAR),1911
KARNATAKA,BYNDOOR,B. SUBRAMANYA BIJOOR,INDEPENDENT,941
KARNATAKA,BYNDOOR,H SURESH POOJARI,INDEPENDENT,783
KARNATAKA,BYNDOOR,ABDUL HAJEED,ALL INDIA MAHILA EMPOWERMENT PARTY,666
KARNATAKA,BYNDOOR,MARAKALA MANJUNATHA BASAVA,INDEPENDENT,401
KARNATAKA,BYNDOOR,MANJUNATHA NAIK KOLLUR,INDEPENDENT,297
KARNATAKA,BYNDOOR,NONE OF THE ABOVE,NONE OF THE ABOVE,1647
KARNATAKA,SAGAR,H HALAPPA HARATHALU,BHARATIYA JANATA PARTY,78475
KARNATAKA,SAGAR,KAGODU THIMMAPPA,INDIAN NATIONAL CONGRESS,70436
KARNATAKA,SAGAR,M B GIRISHGOWDA,JANATA DAL (SECULAR),2100
KARNATAKA,SAGAR,KALAVATHI,ALL INDIA MAHILA EMPOWERMENT PARTY,927
KARNATAKA,SAGAR,KAMBALIKOPPA K LAKSHMANA,INDEPENDENT,448
KARNATAKA,SAGAR,HARATE GAMAPPA MASTER,INDEPENDENT,415
KARNATAKA,SAGAR,DUGURU PARAMESHWARA,SWARAJ INDIA,378
KARNATAKA,SAGAR,PADMAVATHI,INDEPENDENT,254
KARNATAKA,SAGAR,NONE OF THE ABOVE,NONE OF THE ABOVE,1511
KARNATAKA,SORAB,S.KUMARA BANGARAPPA,BHARATIYA JANATA PARTY,72091
KARNATAKA,SORAB,S.MADHU BANGARAPPA,JANATA DAL (SECULAR),58805
KARNATAKA,SORAB,RAJU. M. TALLURU,INDIAN NATIONAL CONGRESS,21721
KARNATAKA,SORAB,ASADULLA T.K (ASOOD),ALL INDIA MAHILA EMPOWERMENT PARTY,748
KARNATAKA,SORAB,SHAKUNTHALA SHIVAMURTHYGOWDA,INDEPENDENT,739
KARNATAKA,SORAB,PRAKASH SHIVAPPA TALAVARA.,INDEPENDENT,416
KARNATAKA,SORAB,J.S CHIDANANDA GOWDA JEDAGERI,INDEPENDENT,346
KARNATAKA,SORAB,H.B.GANGADHARAPPA. HUNAVALLI,SWARAJ INDIA,289
KARNATAKA,SORAB,NONE OF THE ABOVE,NONE OF THE ABOVE,1039
KARNATAKA,SHIKARIPURA,B S YADIYURAPPA,BHARATIYA JANATA PARTY,86983
KARNATAKA,SHIKARIPURA,GONI MALATESHA,INDIAN NATIONAL CONGRESS,51586
KARNATAKA,SHIKARIPURA,H T BALEGAR,JANATA DAL (SECULAR),13191
KARNATAKA,SHIKARIPURA,CHANDRAKANTA S REVANAKAR,AAM AADMI PARTY,693
KARNATAKA,SHIKARIPURA,VINAY K C RAJAVATH,INDEPENDENT,459
KARNATAKA,SHIKARIPURA,N HANUMEGOWDA,INDEPENDENT,342
KARNATAKA,SHIKARIPURA,KOPPALU MANJANNA,INDEPENDENT,319
KARNATAKA,SHIKARIPURA,KOTESHWARA,INDEPENDENT,205
KARNATAKA,SHIKARIPURA,ANIL M R,INDEPENDENT,202
KARNATAKA,SHIKARIPURA,NONE OF THE ABOVE,NONE OF THE ABOVE,903
KARNATAKA,TIRTHAHALLI,ARAGA JNANENDRA,BHARATIYA JANATA PARTY,67527
KARNATAKA,TIRTHAHALLI,KIMMANE RATHNAKARA,INDIAN NATIONAL CONGRESS,45572
KARNATAKA,TIRTHAHALLI,R.M. MANJUNATHA GOWDA,JANATA DAL (SECULAR),40127
KARNATAKA,TIRTHAHALLI,A.PUTTHABBA,ALL INDIA MAHILA EMPOWERMENT PARTY,762
KARNATAKA,TIRTHAHALLI,SRILATHA SHETTY,INDEPENDENT,525
KARNATAKA,TIRTHAHALLI,SRINIVASA N S,INDEPENDENT,477
KARNATAKA,TIRTHAHALLI,T MUNEER,INDEPENDENT,396
KARNATAKA,TIRTHAHALLI,RATHNAKARA,INDEPENDENT,339
KARNATAKA,TIRTHAHALLI,NONE OF THE ABOVE,NONE OF THE ABOVE,1195
KARNATAKA,SHIMOGA,K.S. ESHWARAPPA,BHARATIYA JANATA PARTY,104027
KARNATAKA,SHIMOGA,K.B. PRASANNA KUMAR,INDIAN NATIONAL CONGRESS,57920
KARNATAKA,SHIMOGA,H.N. NIRANJAN,JANATA DAL (SECULAR),5796
KARNATAKA,SHIMOGA,RAVIKISHAN,INDEPENDENT,671
KARNATAKA,SHIMOGA,A.YASEEN MUBARAK,INDEPENDENT,598
KARNATAKA,SHIMOGA,G.NARASIMHAMURTHY (BABANNA),INDEPENDENT,572
KARNATAKA,SHIMOGA,MOHAMMED YUSUF KHAN,ALL INDIA MAHILA EMPOWERMENT PARTY,397
KARNATAKA,SHIMOGA,SHAFINAZ BEGAM,INDEPENDENT,327
KARNATAKA,SHIMOGA,DR.NARENDRA P.L.,INDEPENDENT,195
KARNATAKA,SHIMOGA,GO.RAMESH GOWDA,JANA SAMANYARA PARTY (KARNATAKA),152
KARNATAKA,SHIMOGA,S VASANTHA KUMAR,INDEPENDENT,120
KARNATAKA,SHIMOGA,NOOR AHMED N.,INDEPENDENT,118
KARNATAKA,SHIMOGA,B.S.SRINATH (CHINNY),INDEPENDENT,112
KARNATAKA,SHIMOGA,M.RAMESH,REPUBLICAN SENA,101
KARNATAKA,SHIMOGA,B.CHANNABASAPPA,INDEPENDENT,77
KARNATAKA,SHIMOGA,CHANDRASHEKHAR H.G.,INDEPENDENT,73
KARNATAKA,SHIMOGA,SUREKHA.P.V.,PROUTIST BLOC,India
KARNATAKA,SHIMOGA,KHAJA GAREEBUN NAWAB M,INDEPENDENT,59
KARNATAKA,SHIMOGA,M.SAMIULLA,NAMMA CONGRESS,52
KARNATAKA,SHIMOGA,ASHOK DODDA THALAVAR,INDEPENDENT,45
KARNATAKA,SHIMOGA,NONE OF THE ABOVE,NONE OF THE ABOVE,875
KARNATAKA,BHADRAVATI,B.K.SANGAMESHWARA.,INDIAN NATIONAL CONGRESS,75722
KARNATAKA,BHADRAVATI,APPAJI.M.J.,JANATA DAL (SECULAR),64155
KARNATAKA,BHADRAVATI,PRAVEEN PATEL.G.R.,BHARATIYA JANATA PARTY,8974
KARNATAKA,BHADRAVATI,SHASHIKUMAR S.GOWDA.,INDEPENDENT,572
KARNATAKA,BHADRAVATI,MUMTAZ BEGUM,ALL INDIA MAHILA EMPOWERMENT PARTY,450
KARNATAKA,BHADRAVATI,S.K.SUDHEENDRA.,INDEPENDENT,348
KARNATAKA,BHADRAVATI,JOHN BENNY,INDEPENDENT,252
KARNATAKA,BHADRAVATI,RAVI KUMAR.H,AAM AADMI PARTY,219
KARNATAKA,BHADRAVATI,VENKATESHA,INDEPENDENT,194
KARNATAKA,BHADRAVATI,P.E. BASAVARAJ,INDEPENDENT,172
KARNATAKA,BHADRAVATI,B.N.NAGRAJA (B.N.RAJU),INDEPENDENT,116
KARNATAKA,BHADRAVATI,OM VIJAY VAMSHI,INDEPENDENT,104
KARNATAKA,BHADRAVATI,AHAMED ALI,INDEPENDENT,98
KARNATAKA,BHADRAVATI,KOMALA KUMARI. R,INDEPENDENT,74
KARNATAKA,BHADRAVATI,NONE OF THE ABOVE,NONE OF THE ABOVE,1427
